intended_target,condition,target_item,targetType,comp_item,compType,contrast_item,distractor_item,UtteranceCat,target_typ,comp_typ
target,atn,red_corn,corn,red_tomato,tomato,white_swan,yellow_egg,colorType,atypical,typical
competitor,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,yellow_corn,colorType,typical,typical
target,tan,yellow_corn,corn,yellow_strawberry,strawberry,orange_pumpkin,red_broccoli,colorType,typical,atypical
target,tan,green_broccoli,broccoli,green_swan,swan,red_corn,orange_banana,colorType,typical,atypical
competitor,aap,orange_lettuce,lettuce,orange_banana,banana,green_lettuce,red_tomato,colorType,atypical,atypical
target,atn,orange_lettuce,lettuce,orange_pumpkin,pumpkin,red_broccoli,yellow_egg,colorType,atypical,typical
competitor,tap,orange_carrot,carrot,orange_banana,banana,green_carrot,yellow_corn,colorType,typical,atypical
target,atn,white_pumpkin,pumpkin,white_egg,egg,green_broccoli,red_tomato,colorType,atypical,typical
target,tan,orange_pumpkin,pumpkin,orange_lettuce,lettuce,red_corn,yellow_egg,colorType,typical,atypical
competitor,ttp,white_swan,swan,white_egg,egg,green_swan,orange_carrot,colorType,typical,typical
target,atp,red_broccoli,broccoli,red_strawberry,strawberry,green_broccoli,white_swan,colorType,atypical,typical
competitor,atp,green_carrot,carrot,green_lettuce,lettuce,orange_carrot,white_swan,colorType,atypical,typical
target,aan,green_swan,swan,green_carrot,carrot,yellow_banana,red_corn,typeOnly,atypical,atypical
target,aan,orange_banana,banana,orange_lettuce,lettuce,yellow_corn,white_egg,typeOnly,atypical,atypical
target,tan,orange_pumpkin,pumpkin,orange_banana,banana,yellow_egg,white_swan,typeOnly,typical,atypical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,white_pumpkin,orange_carrot,typeOnly,typical,typical
target,atp,yellow_egg,egg,yellow_banana,banana,white_egg,green_broccoli,colorType,atypical,typical
competitor,atp,green_swan,swan,green_broccoli,broccoli,white_swan,red_tomato,typeOnly,atypical,typical
target,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,white_egg,colorType,atypical,atypical
target,atn,yellow_egg,egg,yellow_banana,banana,orange_pumpkin,white_swan,typeOnly,atypical,typical
competitor,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,yellow_banana,typeOnly,typical,typical
competitor,aap,green_swan,swan,green_carrot,carrot,white_swan,orange_pumpkin,typeOnly,atypical,atypical
target,ttn,orange_carrot,carrot,orange_pumpkin,pumpkin,yellow_egg,red_corn,typeOnly,typical,typical
target,atn,orange_banana,banana,orange_carrot,carrot,white_egg,yellow_corn,typeOnly,atypical,typical
competitor,tap,red_tomato,tomato,red_broccoli,broccoli,white_tomato,orange_carrot,typeOnly,typical,atypical
competitor,tap,white_egg,egg,white_pumpkin,pumpkin,yellow_egg,orange_banana,typeOnly,typical,atypical
target,aap,green_carrot,carrot,green_swan,swan,orange_carrot,yellow_corn,colorType,atypical,atypical
target,ttp,white_swan,swan,white_egg,egg,green_swan,yellow_banana,colorType,typical,typical
competitor,atp,orange_banana,banana,orange_pumpkin,pumpkin,yellow_banana,white_egg,typeOnly,atypical,typical
target,atp,white_pumpkin,pumpkin,white_swan,swan,orange_pumpkin,green_carrot,colorType,atypical,typical
target,tan,green_broccoli,broccoli,green_swan,swan,red_tomato,orange_carrot,typeOnly,typical,atypical
target,ttn,yellow_banana,banana,yellow_corn,corn,red_strawberry,orange_lettuce,typeOnly,typical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,green_swan,orange_lettuce,typeOnly,atypical,atypical
target,tap,yellow_corn,corn,yellow_strawberry,strawberry,red_corn,green_carrot,colorType,typical,atypical
target,atn,white_pumpkin,pumpkin,white_egg,egg,orange_lettuce,red_corn,typeOnly,atypical,typical
target,tan,yellow_banana,banana,yellow_strawberry,strawberry,orange_lettuce,red_broccoli,typeOnly,typical,atypical
competitor,ttp,white_egg,egg,white_swan,swan,yellow_egg,green_broccoli,typeOnly,typical,typical
target,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,white_pumpkin,colorType,typical,typical
competitor,aap,yellow_strawberry,strawberry,yellow_egg,egg,red_strawberry,orange_banana,typeOnly,atypical,atypical
target,tan,green_lettuce,lettuce,green_carrot,carrot,yellow_egg,red_tomato,typeOnly,typical,atypical
target,ttn,white_swan,swan,white_egg,egg,yellow_strawberry,green_lettuce,typeOnly,typical,typical
target,aan,red_corn,corn,red_broccoli,broccoli,orange_pumpkin,green_carrot,typeOnly,atypical,atypical
target,atn,green_swan,swan,green_broccoli,broccoli,white_tomato,red_corn,typeOnly,atypical,typical
target,tap,green_lettuce,lettuce,green_swan,swan,orange_lettuce,yellow_corn,colorType,typical,atypical
competitor,atp,orange_banana,banana,orange_pumpkin,pumpkin,yellow_banana,red_tomato,typeOnly,atypical,typical
target,atp,white_pumpkin,pumpkin,white_egg,egg,orange_pumpkin,yellow_strawberry,colorType,atypical,typical
competitor,tap,red_strawberry,strawberry,red_corn,corn,yellow_strawberry,white_swan,colorType,typical,atypical
target,ttn,white_swan,swan,white_egg,egg,orange_banana,yellow_corn,typeOnly,typical,typical
target,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,red_broccoli,colorType,typical,typical
target,tan,white_swan,swan,white_tomato,tomato,red_strawberry,orange_carrot,typeOnly,typical,atypical
target,atn,white_pumpkin,pumpkin,white_swan,swan,orange_lettuce,yellow_corn,typeOnly,atypical,typical
competitor,ttp,orange_pumpkin,pumpkin,orange_carrot,carrot,white_pumpkin,red_corn,typeOnly,typical,typical
target,aan,green_swan,swan,green_carrot,carrot,red_strawberry,orange_pumpkin,typeOnly,atypical,atypical
target,atn,yellow_strawberry,strawberry,yellow_banana,banana,white_swan,red_broccoli,typeOnly,atypical,typical
target,aap,green_carrot,carrot,green_swan,swan,orange_carrot,red_tomato,colorType,atypical,atypical
competitor,ttp,white_swan,swan,white_egg,egg,green_swan,red_corn,typeOnly,typical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,green_swan,yellow_banana,typeOnly,atypical,atypical
target,tan,yellow_corn,corn,yellow_egg,egg,orange_carrot,green_swan,typeOnly,typical,atypical
target,atn,white_pumpkin,pumpkin,white_egg,egg,yellow_banana,red_strawberry,typeOnly,atypical,typical
target,aan,red_broccoli,broccoli,red_corn,corn,orange_pumpkin,green_swan,typeOnly,atypical,atypical
target,tap,white_egg,egg,white_tomato,tomato,yellow_egg,green_lettuce,colorType,typical,atypical
target,ttn,orange_pumpkin,pumpkin,orange_carrot,carrot,white_egg,green_broccoli,typeOnly,typical,typical
target,ttn,yellow_banana,banana,yellow_corn,corn,red_tomato,orange_lettuce,typeOnly,typical,typical
target,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,green_carrot,colorType,typical,typical
target,atp,yellow_egg,egg,yellow_banana,banana,white_egg,green_lettuce,colorType,atypical,typical
target,aap,red_broccoli,broccoli,red_corn,corn,green_broccoli,orange_banana,colorType,atypical,atypical
competitor,aap,white_pumpkin,pumpkin,white_tomato,tomato,orange_pumpkin,red_broccoli,typeOnly,atypical,atypical
competitor,tap,yellow_banana,banana,yellow_strawberry,strawberry,orange_banana,red_broccoli,typeOnly,typical,atypical
target,aan,red_corn,corn,red_broccoli,broccoli,white_pumpkin,orange_banana,typeOnly,atypical,atypical
target,tan,orange_pumpkin,pumpkin,orange_lettuce,lettuce,green_carrot,white_swan,typeOnly,typical,atypical
target,tap,orange_pumpkin,pumpkin,orange_lettuce,lettuce,white_pumpkin,green_broccoli,colorType,typical,atypical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,yellow_egg,white_pumpkin,typeOnly,typical,typical
competitor,atp,yellow_strawberry,strawberry,yellow_banana,banana,red_strawberry,green_swan,typeOnly,atypical,typical
target,tan,orange_carrot,carrot,orange_lettuce,lettuce,yellow_corn,red_broccoli,typeOnly,typical,atypical
competitor,aap,yellow_egg,egg,yellow_strawberry,strawberry,white_egg,green_lettuce,typeOnly,atypical,atypical
target,tan,red_tomato,tomato,red_broccoli,broccoli,yellow_corn,orange_pumpkin,typeOnly,typical,atypical
target,tan,red_strawberry,strawberry,red_corn,corn,orange_carrot,green_broccoli,typeOnly,typical,atypical
target,ttn,yellow_corn,corn,yellow_banana,banana,green_carrot,orange_pumpkin,typeOnly,typical,typical
target,aan,orange_banana,banana,orange_lettuce,lettuce,white_tomato,yellow_strawberry,typeOnly,atypical,atypical
target,tan,orange_carrot,carrot,orange_banana,banana,red_strawberry,yellow_egg,typeOnly,typical,atypical
competitor,atp,green_swan,swan,green_lettuce,lettuce,white_swan,red_corn,typeOnly,atypical,typical
target,aan,red_corn,corn,red_broccoli,broccoli,orange_pumpkin,white_swan,typeOnly,atypical,atypical
competitor,atp,orange_lettuce,lettuce,orange_pumpkin,pumpkin,green_lettuce,red_strawberry,typeOnly,atypical,typical
target,tan,yellow_corn,corn,yellow_egg,egg,red_tomato,orange_lettuce,typeOnly,typical,atypical
target,ttp,yellow_corn,corn,yellow_banana,banana,red_corn,white_egg,typeOnly,typical,typical
target,ttn,white_egg,egg,white_swan,swan,yellow_corn,red_tomato,typeOnly,typical,typical
competitor,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,white_swan,typeOnly,typical,typical
target,aan,orange_lettuce,lettuce,orange_banana,banana,yellow_corn,white_egg,typeOnly,atypical,atypical
target,ttn,orange_pumpkin,pumpkin,orange_carrot,carrot,green_broccoli,white_egg,colorType,typical,typical
competitor,tap,green_lettuce,lettuce,green_swan,swan,orange_lettuce,red_corn,colorType,typical,atypical
target,tan,white_swan,swan,white_pumpkin,pumpkin,yellow_banana,orange_lettuce,colorType,typical,atypical
target,tan,green_broccoli,broccoli,green_carrot,carrot,orange_lettuce,white_pumpkin,colorType,typical,atypical
target,aan,green_swan,swan,green_carrot,carrot,orange_pumpkin,white_tomato,colorType,atypical,atypical
target,atp,red_corn,corn,red_tomato,tomato,yellow_corn,orange_lettuce,colorType,atypical,typical
target,ttn,white_swan,swan,white_egg,egg,red_tomato,yellow_corn,colorType,typical,typical
target,aap,green_carrot,carrot,green_swan,swan,orange_carrot,yellow_strawberry,colorType,atypical,atypical
target,atn,green_swan,swan,green_lettuce,lettuce,white_tomato,yellow_egg,colorType,atypical,typical
competitor,ttp,orange_pumpkin,pumpkin,orange_carrot,carrot,white_pumpkin,red_broccoli,colorType,typical,typical
target,ttp,green_broccoli,broccoli,green_lettuce,lettuce,red_broccoli,yellow_strawberry,colorType,typical,typical
target,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,white_egg,colorType,atypical,atypical
target,atp,white_pumpkin,pumpkin,white_egg,egg,orange_pumpkin,yellow_strawberry,colorType,atypical,typical
target,ttp,red_strawberry,strawberry,red_tomato,tomato,yellow_strawberry,white_egg,colorType,typical,typical
competitor,tap,white_swan,swan,white_pumpkin,pumpkin,green_swan,yellow_strawberry,colorType,typical,atypical
target,aan,yellow_strawberry,strawberry,yellow_egg,egg,white_pumpkin,orange_banana,colorType,atypical,atypical
target,tan,orange_carrot,carrot,orange_banana,banana,green_broccoli,red_corn,colorType,typical,atypical
competitor,atp,orange_banana,banana,orange_carrot,carrot,yellow_banana,green_swan,colorType,atypical,typical
competitor,aap,white_tomato,tomato,white_pumpkin,pumpkin,red_tomato,orange_banana,colorType,atypical,atypical
target,tan,white_swan,swan,white_tomato,tomato,yellow_strawberry,green_lettuce,colorType,typical,atypical
target,ttn,yellow_corn,corn,yellow_banana,banana,green_swan,orange_lettuce,colorType,typical,typical
target,aan,white_pumpkin,pumpkin,white_tomato,tomato,yellow_egg,red_corn,colorType,atypical,atypical
target,atn,orange_banana,banana,orange_pumpkin,pumpkin,green_carrot,red_broccoli,colorType,atypical,typical
target,ttn,white_egg,egg,white_swan,swan,red_strawberry,orange_banana,colorType,typical,typical
target,aan,green_carrot,carrot,green_swan,swan,yellow_strawberry,orange_pumpkin,colorType,atypical,atypical
target,atn,white_tomato,tomato,white_swan,swan,red_strawberry,orange_lettuce,colorType,atypical,typical
target,tap,red_strawberry,strawberry,red_corn,corn,yellow_strawberry,green_swan,colorType,typical,atypical
competitor,aap,red_corn,corn,red_broccoli,broccoli,yellow_corn,orange_pumpkin,colorType,atypical,atypical
target,tap,red_tomato,tomato,red_broccoli,broccoli,white_tomato,yellow_strawberry,colorType,typical,atypical
target,atn,yellow_egg,egg,yellow_banana,banana,white_swan,orange_pumpkin,colorType,atypical,typical
competitor,atp,white_pumpkin,pumpkin,white_swan,swan,orange_pumpkin,yellow_corn,colorType,atypical,typical
competitor,ttp,orange_carrot,carrot,orange_pumpkin,pumpkin,green_carrot,yellow_strawberry,colorType,typical,typical
target,aan,orange_lettuce,lettuce,orange_banana,banana,yellow_egg,white_swan,colorType,atypical,atypical
target,tap,yellow_banana,banana,yellow_strawberry,strawberry,orange_banana,white_swan,colorType,typical,atypical
competitor,aap,orange_lettuce,lettuce,orange_banana,banana,green_lettuce,white_tomato,colorType,atypical,atypical
target,tan,red_tomato,tomato,red_corn,corn,white_egg,orange_carrot,typeOnly,typical,atypical
target,tap,green_broccoli,broccoli,green_carrot,carrot,red_broccoli,orange_lettuce,typeOnly,typical,atypical
target,ttn,red_tomato,tomato,red_strawberry,strawberry,orange_carrot,white_swan,typeOnly,typical,typical
competitor,ttp,yellow_corn,corn,yellow_banana,banana,red_corn,white_egg,typeOnly,typical,typical
competitor,atp,white_pumpkin,pumpkin,white_swan,swan,orange_pumpkin,green_broccoli,typeOnly,atypical,typical
competitor,tap,yellow_corn,corn,yellow_egg,egg,red_corn,white_swan,typeOnly,typical,atypical
target,ttn,yellow_banana,banana,yellow_corn,corn,green_carrot,white_swan,typeOnly,typical,typical
target,atn,red_broccoli,broccoli,red_strawberry,strawberry,orange_lettuce,white_egg,typeOnly,atypical,typical
target,tan,green_broccoli,broccoli,green_carrot,carrot,yellow_strawberry,white_swan,typeOnly,typical,atypical
competitor,atp,green_swan,swan,green_lettuce,lettuce,white_swan,yellow_banana,typeOnly,atypical,typical
target,aan,red_corn,corn,red_broccoli,broccoli,green_carrot,white_pumpkin,colorType,atypical,atypical
target,ttp,green_lettuce,lettuce,green_broccoli,broccoli,orange_lettuce,red_strawberry,typeOnly,typical,typical
competitor,aap,white_pumpkin,pumpkin,white_tomato,tomato,orange_pumpkin,green_lettuce,colorType,atypical,atypical
target,ttp,orange_carrot,carrot,orange_pumpkin,pumpkin,green_carrot,white_swan,colorType,typical,typical
competitor,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,red_broccoli,typeOnly,typical,typical
target,atn,orange_banana,banana,orange_pumpkin,pumpkin,red_strawberry,yellow_corn,colorType,atypical,typical
target,aap,white_tomato,tomato,white_pumpkin,pumpkin,red_tomato,orange_carrot,colorType,atypical,atypical
target,atn,green_swan,swan,green_broccoli,broccoli,red_corn,white_egg,colorType,atypical,typical
target,ttn,white_egg,egg,white_swan,swan,green_broccoli,yellow_banana,typeOnly,typical,typical
target,atp,white_tomato,tomato,white_swan,swan,red_tomato,yellow_banana,colorType,atypical,typical
target,tan,orange_carrot,carrot,orange_banana,banana,yellow_corn,white_pumpkin,typeOnly,typical,atypical
target,aap,yellow_strawberry,strawberry,yellow_egg,egg,red_strawberry,orange_pumpkin,colorType,atypical,atypical
target,aan,white_tomato,tomato,white_pumpkin,pumpkin,green_lettuce,orange_carrot,colorType,atypical,atypical
target,tan,orange_pumpkin,pumpkin,orange_banana,banana,white_swan,red_broccoli,typeOnly,typical,atypical
target,ttn,orange_pumpkin,pumpkin,orange_carrot,carrot,green_lettuce,yellow_strawberry,typeOnly,typical,typical
competitor,tap,white_swan,swan,white_tomato,tomato,green_swan,red_strawberry,colorType,typical,atypical
target,tan,yellow_corn,corn,yellow_strawberry,strawberry,orange_pumpkin,white_swan,typeOnly,typical,atypical
competitor,ttp,yellow_banana,banana,yellow_corn,corn,orange_banana,white_pumpkin,typeOnly,typical,typical
target,tap,orange_pumpkin,pumpkin,orange_lettuce,lettuce,white_pumpkin,yellow_banana,colorType,typical,atypical
target,ttn,yellow_corn,corn,yellow_banana,banana,white_tomato,red_strawberry,typeOnly,typical,typical
target,ttn,orange_carrot,carrot,orange_pumpkin,pumpkin,green_swan,red_tomato,typeOnly,typical,typical
target,atn,red_broccoli,broccoli,red_tomato,tomato,orange_banana,yellow_egg,colorType,atypical,typical
target,ttp,red_tomato,tomato,red_strawberry,strawberry,white_tomato,green_swan,colorType,typical,typical
target,aan,green_swan,swan,green_carrot,carrot,yellow_banana,red_strawberry,colorType,atypical,atypical
target,tap,white_swan,swan,white_pumpkin,pumpkin,green_swan,yellow_corn,colorType,typical,atypical
target,atp,green_carrot,carrot,green_broccoli,broccoli,orange_carrot,white_egg,colorType,atypical,typical
competitor,aap,orange_banana,banana,orange_lettuce,lettuce,yellow_banana,red_broccoli,colorType,atypical,atypical
target,aan,yellow_strawberry,strawberry,yellow_egg,egg,red_broccoli,white_swan,colorType,atypical,atypical
target,aap,green_swan,swan,green_carrot,carrot,white_swan,yellow_egg,colorType,atypical,atypical
target,tan,orange_carrot,carrot,orange_lettuce,lettuce,yellow_banana,red_tomato,typeOnly,typical,atypical
